 DATE ,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
2015.10.13,1.13571,1.14108,1.13438,1.13782,124917,2.06749E+11,7
2015.10.14,1.13773,1.14889,1.13768,1.1473,138506,2.28096E+11,7
2015.10.15,1.14723,1.14949,1.13629,1.13803,144400,2.35173E+11,7
2015.10.16,1.13819,1.13945,1.13339,1.13474,122270,1.84776E+11,0
2015.10.19,1.13546,1.13788,1.13054,1.13269,124837,1.97187E+11,7
2015.10.20,1.13268,1.13868,1.13237,1.13453,110310,1.84551E+11,7
2015.10.21,1.1343,1.13772,1.13342,1.13382,111411,1.88934E+11,7
2015.10.22,1.13372,1.13507,1.10998,1.11087,150246,2.45739E+11,0
2015.10.23,1.11055,1.11394,1.09963,1.10169,153746,2.39951E+11,0
2015.10.26,1.10071,1.10682,1.10035,1.10529,114119,1.91915E+11,0
2015.10.27,1.10524,1.1078,1.103,1.10462,115382,1.77658E+11,0
2015.10.28,1.10454,1.10955,1.08966,1.09267,128620,2.08717E+11,0
2015.10.29,1.09268,1.09862,1.09026,1.09858,125217,2.05707E+11,0
2015.10.30,1.09858,1.10723,1.09653,1.1005,137706,2.15425E+11,7
2015.11.02,1.10266,1.10527,1.09998,1.1015,109114,1.80151E+11,7
2015.11.03,1.10139,1.10298,1.09357,1.09627,119749,2.00544E+11,0
2015.11.04,1.09626,1.09675,1.08439,1.08653,136540,2.28434E+11,0
2015.11.05,1.08628,1.08972,1.08333,1.08828,133932,2.16939E+11,0
2015.11.06,1.08825,1.08935,1.0707,1.0739,132696,2.02222E+11,0
2015.11.09,1.07283,1.07896,1.07191,1.07499,146695,2.19242E+11,4
2015.11.10,1.075,1.07637,1.0674,1.07227,141813,2.24498E+11,4
2015.11.11,1.07214,1.07733,1.07054,1.07417,131074,1.97648E+11,7
2015.11.12,1.07432,1.08301,1.06906,1.0812,175868,2.6366E+11,7
2015.11.13,1.08103,1.08167,1.07137,1.07668,158760,2.46799E+11,0
2015.11.16,1.07366,1.07578,1.06744,1.06847,148817,2.30762E+11,7
2015.11.17,1.0677,1.06904,1.06305,1.0643,145784,2.37581E+11,0
2015.11.18,1.06413,1.06922,1.06166,1.06583,135966,2.1896E+11,7
2015.11.19,1.06574,1.07628,1.06549,1.07338,156694,2.52477E+11,0
2015.11.20,1.07322,1.07382,1.06397,1.06451,141561,2.29652E+11,7
2015.11.23,1.06372,1.06565,1.05922,1.06354,150590,2.49075E+11,0
2015.11.24,1.06355,1.06733,1.06193,1.06426,154783,2.44527E+11,0
2015.11.25,1.06428,1.0689,1.05657,1.06238,163860,2.63078E+11,0
2015.11.26,1.06228,1.0627,1.05996,1.06102,100405,1.56319E+11,7
2015.11.27,1.06101,1.06376,1.05682,1.05938,122303,1.93526E+11,0
2015.11.30,1.05887,1.05947,1.05576,1.05643,125836,2.06756E+11,2
2015.12.01,1.05639,1.06369,1.05629,1.06324,142795,2.40856E+11,0
2015.12.02,1.0634,1.06355,1.05505,1.06135,148672,2.48002E+11,0
2015.12.03,1.06121,1.09807,1.05222,1.09385,193877,2.92711E+11,7
2015.12.04,1.09408,1.09559,1.08357,1.08779,197815,2.89169E+11,7
2015.12.07,1.08681,1.08872,1.07958,1.08366,137004,2.22473E+11,7
2015.12.08,1.08348,1.09021,1.08299,1.0892,147793,2.34643E+11,0
2015.12.09,1.08895,1.10427,1.08789,1.10244,173961,2.60447E+11,7
2015.12.10,1.10214,1.10242,1.09247,1.09401,152562,2.34856E+11,7
2015.12.11,1.09395,1.10305,1.09263,1.09894,163728,2.17507E+11,7
2015.12.14,1.09801,1.10483,1.09452,1.09922,173997,2.48299E+11,7
2015.12.15,1.09905,1.10593,1.09044,1.09285,159311,2.29327E+11,7
2015.12.16,1.09289,1.10116,1.08878,1.09104,173023,2.28038E+11,7
2015.12.17,1.09097,1.09138,1.08023,1.08245,150539,2.01998E+11,0
2015.12.18,1.08242,1.08742,1.08047,1.08613,156544,2.01864E+11,7
2015.12.21,1.08511,1.09387,1.08457,1.09139,127939,1.65604E+11,7
2015.12.22,1.09133,1.09839,1.09021,1.09568,120357,1.59462E+11,7
2015.12.23,1.09506,1.09568,1.08696,1.09099,104495,1.3052E+11,7
2015.12.24,1.09087,1.09673,1.09023,1.09542,61302,70143103000,0
2015.12.28,1.09441,1.09922,1.09441,1.09681,79315,90971557000,0
2015.12.29,1.09641,1.09914,1.08988,1.0918,92900,1.10392E+11,0
2015.12.30,1.09214,1.09434,1.09014,1.09312,93938,1.13235E+11,0
2015.12.31,1.09303,1.09368,1.08526,1.08609,66736,78696821000,0
2016.01.04,1.08696,1.09462,1.07808,1.08319,157687,2.03038E+11,0
2016.01.05,1.08274,1.08386,1.07104,1.07463,132203,1.83164E+11,0
2016.01.06,1.07464,1.07992,1.07127,1.07796,149117,1.99605E+11,7
2016.01.07,1.07789,1.09399,1.07707,1.09287,177685,2.35054E+11,0
2016.01.08,1.09243,1.09331,1.08028,1.09245,172703,2.24941E+11,0
2016.01.11,1.09171,1.09697,1.08476,1.08581,153753,2.08525E+11,5
2016.01.12,1.08568,1.08999,1.08193,1.0857,159298,2.18748E+11,0
2016.01.13,1.08579,1.0887,1.08046,1.08757,165246,2.38781E+11,7
2016.01.14,1.08739,1.09429,1.08342,1.08634,181007,2.61259E+11,7
2016.01.15,1.08647,1.09844,1.08543,1.09132,184568,2.57718E+11,7
2016.01.18,1.09206,1.09273,1.08684,1.08941,128564,1.72661E+11,0
2016.01.19,1.08894,1.09389,1.08591,1.09065,163116,2.35771E+11,0
2016.01.20,1.09051,1.09757,1.08769,1.08883,192784,2.97035E+11,0
2016.01.21,1.08876,1.09208,1.0777,1.08726,208559,3.04321E+11,0
2016.01.22,1.08727,1.08763,1.07888,1.07965,166857,2.57346E+11,0
2016.01.25,1.07886,1.08566,1.07886,1.08475,153222,2.44097E+11,7
2016.01.26,1.08474,1.0874,1.08185,1.08683,148897,2.338E+11,0
2016.01.27,1.08685,1.09163,1.08503,1.0892,176075,2.54196E+11,0
2016.01.28,1.08925,1.09674,1.08694,1.0939,170459,2.24202E+11,7
2016.01.29,1.09384,1.09483,1.08096,1.083,209310,2.70681E+11,7
2016.02.01,1.08297,1.09125,1.08142,1.08873,149072,1.78886E+11,7
2016.02.02,1.08873,1.09397,1.08819,1.09177,151389,1.7347E+11,7
2016.02.03,1.09158,1.11452,1.09034,1.11017,200352,2.25777E+11,7
2016.02.04,1.11016,1.12387,1.10693,1.12067,225686,2.92074E+11,7
2016.02.05,1.12053,1.12468,1.11084,1.11578,187784,2.8672E+11,7
2016.02.08,1.11415,1.12155,1.10862,1.11912,189737,3.08948E+11,7
2016.02.09,1.1191,1.13378,1.1162,1.1294,231656,3.35089E+11,7
2016.02.10,1.12903,1.13111,1.11602,1.12889,229356,3.38417E+11,0
2016.02.11,1.12899,1.13761,1.12736,1.13218,253405,3.03159E+11,7
2016.02.12,1.1322,1.13337,1.12138,1.12503,208643,2.85055E+11,0
2016.02.15,1.12336,1.12495,1.11276,1.11531,159956,2.16456E+11,7
2016.02.16,1.1153,1.11928,1.11239,1.11423,168249,2.52287E+11,0
2016.02.17,1.1142,1.11788,1.11057,1.11267,171626,2.31367E+11,0
2016.02.18,1.11262,1.11493,1.10707,1.11058,166185,2.45432E+11,0
2016.02.19,1.11063,1.1139,1.10664,1.11279,157798,2.17188E+11,0
2016.02.22,1.11111,1.11244,1.10028,1.10281,148929,2.37133E+11,0
2016.02.23,1.10273,1.10524,1.09898,1.1018,159977,2.62782E+11,0
2016.02.24,1.10173,1.10459,1.09571,1.10116,176041,2.98746E+11,7
2016.02.25,1.10137,1.10496,1.09865,1.10168,161056,2.74335E+11,7
2016.02.26,1.10168,1.10679,1.09114,1.09289,159885,2.73342E+11,0
2016.02.29,1.0913,1.09625,1.08589,1.08718,161758,2.63492E+11,7
2016.03.01,1.08751,1.08932,1.08338,1.08656,162298,2.58999E+11,5
2016.03.02,1.08644,1.08807,1.08251,1.08672,160186,2.77719E+11,7
2016.03.03,1.08676,1.09725,1.08533,1.09556,154816,2.5226E+11,7
2016.03.04,1.09556,1.1043,1.09027,1.10064,166289,2.42389E+11,7
2016.03.07,1.09879,1.10255,1.09397,1.10121,127729,2.21885E+11,7
2016.03.08,1.10127,1.10575,1.09933,1.10096,142910,2.27473E+11,7
2016.03.09,1.10095,1.10345,1.09457,1.09981,134228,2.27935E+11,7
2016.03.10,1.09973,1.12177,1.08219,1.11759,176693,2.51523E+11,7
2016.03.11,1.11759,1.12093,1.10801,1.11462,150540,2.09618E+11,7
2016.03.14,1.11444,1.11759,1.10775,1.11012,127000,2.08908E+11,7
2016.03.15,1.11012,1.11248,1.10715,1.11048,130357,2.1062E+11,7
2016.03.16,1.11049,1.1242,1.10575,1.1212,146973,2.0177E+11,7
2016.03.17,1.12123,1.13422,1.12048,1.13151,161032,2.02177E+11,7
2016.03.18,1.13139,1.13365,1.12558,1.12688,138417,2.14826E+11,7
2016.03.21,1.12682,1.12844,1.12344,1.12386,115649,1.66192E+11,7
2016.03.22,1.12386,1.12596,1.11881,1.1215,118562,1.49682E+11,7
2016.03.23,1.12151,1.12231,1.11628,1.11796,90109,1.10528E+11,7
2016.03.24,1.11802,1.11874,1.11439,1.11786,104732,1.42565E+11,0
2016.03.25,1.11786,1.11789,1.11536,1.11613,45514,50904538000,0
2016.03.28,1.11599,1.12197,1.11527,1.11952,62033,1.07493E+11,7
2016.03.29,1.1193,1.13032,1.11687,1.12893,141292,2.29345E+11,0
2016.03.30,1.12896,1.13652,1.12831,1.13387,152488,2.50207E+11,0
2016.03.31,1.13359,1.14115,1.13098,1.13788,145361,2.47984E+11,7
2016.04.01,1.13777,1.14377,1.13344,1.13897,159690,2.65091E+11,0
2016.04.04,1.13994,1.14123,1.1357,1.13888,129475,2.01912E+11,7
2016.04.05,1.13863,1.14049,1.13356,1.13826,146695,2.46752E+11,7
2016.04.06,1.13826,1.14317,1.13262,1.13979,149211,2.4416E+11,0
2016.04.07,1.13975,1.14538,1.13373,1.13767,165889,2.57431E+11,0
2016.04.08,1.13751,1.1419,1.13488,1.13949,140419,2.17415E+11,7
2016.04.11,1.14138,1.1447,1.13721,1.14097,126835,2.05171E+11,0
2016.04.12,1.14052,1.14645,1.13458,1.13835,144352,2.38679E+11,0
2016.04.13,1.13827,1.13909,1.1268,1.12723,151524,2.57585E+11,0
2016.04.14,1.12728,1.12945,1.12335,1.12663,137771,2.30034E+11,0
2016.04.15,1.12616,1.13167,1.12453,1.12827,119449,1.86495E+11,0
2016.04.18,1.12998,1.13317,1.12734,1.13119,119210,1.48462E+11,0
2016.04.19,1.13091,1.13842,1.1303,1.13575,121795,1.69922E+11,0
2016.04.20,1.13566,1.13876,1.12901,1.12952,129818,2.01562E+11,7
2016.04.21,1.12952,1.13985,1.12696,1.1286,147583,2.02847E+11,0
2016.04.22,1.12859,1.13084,1.12154,1.12154,143320,2.061E+11,0
2016.04.25,1.12167,1.12779,1.12145,1.1266,122000,1.72644E+11,0
2016.04.26,1.1266,1.13394,1.12559,1.1295,125742,1.97827E+11,0
2016.04.27,1.12948,1.13611,1.12713,1.13191,131122,1.89349E+11,0
2016.04.28,1.13199,1.13676,1.1296,1.13509,155075,2.14841E+11,7
2016.04.29,1.13509,1.1459,1.1347,1.14504,156574,2.30532E+11,4
2016.05.02,1.14582,1.15354,1.14479,1.15331,131824,1.79662E+11,0
2016.05.03,1.15331,1.16159,1.14947,1.14949,159314,2.29552E+11,0
2016.05.04,1.1496,1.15292,1.14659,1.14855,156038,2.17123E+11,0
2016.05.05,1.14829,1.14934,1.13856,1.14048,129054,1.8367E+11,0
2016.05.06,1.1404,1.14796,1.13863,1.14009,138490,1.96953E+11,0
2016.05.09,1.13939,1.14194,1.1375,1.13806,118175,1.73221E+11,7
2016.05.10,1.13814,1.14096,1.13583,1.13717,117173,1.78482E+11,0
2016.05.11,1.13691,1.14462,1.13686,1.14251,110018,1.71403E+11,0
2016.05.12,1.14242,1.14288,1.13702,1.13766,116605,1.8635E+11,0
2016.05.13,1.13736,1.13795,1.12825,1.13088,133533,2.14303E+11,0
2016.05.16,1.13098,1.1342,1.13019,1.13193,103824,1.59553E+11,0
2016.05.17,1.13198,1.13482,1.13013,1.13118,120937,1.93574E+11,7
2016.05.18,1.13111,1.13159,1.1214,1.12158,142939,2.40962E+11,7
2016.05.19,1.12144,1.12297,1.11796,1.12019,137673,2.22578E+11,0
2016.05.20,1.12016,1.1237,1.1196,1.12217,100668,1.59216E+11,0
2016.05.23,1.12033,1.12426,1.11873,1.1219,105512,1.62708E+11,0
2016.05.24,1.12187,1.12267,1.11321,1.11393,122763,2.15467E+11,0
2016.05.25,1.11398,1.11666,1.11285,1.11539,117544,2.00803E+11,0
2016.05.26,1.11536,1.12164,1.11492,1.11927,117558,1.94348E+11,0
2016.05.27,1.11918,1.12004,1.11107,1.1113,110864,1.72103E+11,0
2016.05.30,1.11125,1.11443,1.10977,1.1138,74596,1.01095E+11,0
2016.05.31,1.11362,1.11731,1.11219,1.11303,134654,2.60319E+11,0
2016.06.01,1.11301,1.11937,1.11138,1.11869,142623,2.39981E+11,7
2016.06.02,1.11865,1.12198,1.11449,1.1151,134491,2.30253E+11,0
2016.06.03,1.11499,1.13732,1.10707,1.13662,151235,2.60841E+11,0
2016.06.06,1.13542,1.13923,1.13262,1.13528,142741,2.38559E+11,7
2016.06.07,1.13528,1.13801,1.13383,1.13555,121862,2.32685E+11,0
2016.06.08,1.13563,1.14103,1.13541,1.13938,118280,2.12773E+11,0
2016.06.09,1.13936,1.14151,1.13052,1.13129,129055,2.34791E+11,0
2016.06.10,1.1313,1.1321,1.1245,1.12533,133550,1.90393E+11,7
2016.06.13,1.12478,1.13027,1.12316,1.12893,149811,2.65786E+11,0
2016.06.14,1.1289,1.1298,1.11886,1.12056,139493,2.44089E+11,0
2016.06.15,1.12068,1.12982,1.11894,1.12602,140534,2.35963E+11,0
2016.06.16,1.1258,1.12946,1.11307,1.1223,179607,3.0073E+11,0
2016.06.17,1.12231,1.12961,1.12225,1.12752,136556,2.11145E+11,0
2016.06.20,1.13308,1.13821,1.13018,1.13121,141590,2.33208E+11,0
2016.06.21,1.13093,1.13492,1.12428,1.12439,126239,1.93885E+11,7
2016.06.22,1.12421,1.13372,1.12362,1.12947,122068,1.95905E+11,0
2016.06.23,1.12937,1.14208,1.1293,1.13791,141171,2.02046E+11,0
2016.06.24,1.1384,1.14278,1.09113,1.10912,298052,4.29939E+11,0
2016.06.27,1.10024,1.10833,1.09705,1.10237,211882,2.20134E+11,7
2016.06.28,1.10235,1.11112,1.10098,1.10647,154073,2.45217E+11,0
2016.06.29,1.10641,1.113,1.10489,1.11235,152566,2.24389E+11,0
2016.06.30,1.1117,1.11541,1.10238,1.11048,172106,2.69098E+11,0
2016.07.01,1.11014,1.11689,1.10716,1.11361,133497,1.9267E+11,0
2016.07.04,1.11245,1.11591,1.10975,1.11532,94539,1.2763E+11,7
2016.07.05,1.11528,1.11862,1.10619,1.1075,128447,2.02579E+11,0
2016.07.06,1.10709,1.11112,1.10288,1.10989,159080,2.36141E+11,0
2016.07.07,1.10969,1.11069,1.10522,1.10601,128413,1.86064E+11,0
2016.07.08,1.10601,1.11198,1.10016,1.10497,124816,1.96035E+11,7
2016.07.11,1.10448,1.10743,1.10153,1.10568,115627,1.77722E+11,7
2016.07.12,1.10556,1.1126,1.10517,1.10604,142857,2.2877E+11,7
2016.07.13,1.10595,1.11195,1.10418,1.10883,133693,2.17917E+11,0
2016.07.14,1.10877,1.11644,1.1085,1.11191,150937,2.44531E+11,0
2016.07.15,1.11173,1.11486,1.1024,1.10244,140172,2.9053E+11,0
2016.07.18,1.10497,1.10839,1.10372,1.10748,108109,2.00246E+11,0
2016.07.19,1.10735,1.10801,1.09996,1.10189,109057,1.97808E+11,0
2016.07.20,1.10187,1.10298,1.0981,1.10129,105232,2.11557E+11,0
2016.07.21,1.10122,1.106,1.09793,1.10237,134508,2.18944E+11,0
2016.07.22,1.10229,1.10406,1.09551,1.09747,118458,1.72925E+11,7
2016.07.25,1.09725,1.09986,1.09516,1.09942,100144,1.5829E+11,0
2016.07.26,1.09927,1.10294,1.09778,1.09855,103516,1.59727E+11,0
2016.07.27,1.09821,1.10647,1.09314,1.10583,119260,1.78606E+11,0
2016.07.28,1.1057,1.11191,1.10519,1.10757,117064,1.66492E+11,0
2016.07.29,1.10763,1.11972,1.1072,1.11743,140309,1.8059E+11,0
2016.08.01,1.11715,1.11831,1.11548,1.11614,101194,1.16101E+11,7
2016.08.02,1.11602,1.12334,1.11573,1.12209,116373,1.32347E+11,0
2016.08.03,1.12202,1.12265,1.11403,1.11474,99248,1.2476E+11,0
2016.08.04,1.11478,1.11561,1.11135,1.11282,110679,1.36335E+11,0
2016.08.05,1.11252,1.11608,1.10453,1.10867,103834,1.23609E+11,7
2016.08.08,1.10795,1.11046,1.10716,1.10878,88072,1.10597E+11,7
2016.08.09,1.10855,1.11221,1.107,1.11169,93176,1.25489E+11,0
2016.08.10,1.11151,1.11898,1.11114,1.11744,106029,1.48655E+11,0
2016.08.11,1.11744,1.11909,1.11349,1.11354,107170,1.66227E+11,7
2016.08.12,1.11356,1.12209,1.11309,1.11634,109188,1.66633E+11,0
2016.08.15,1.11659,1.12032,1.1153,1.11825,83715,1.14617E+11,0
2016.08.16,1.1182,1.13221,1.1177,1.12772,123356,1.5636E+11,0
2016.08.17,1.12773,1.13155,1.12403,1.12874,114477,1.42331E+11,0
2016.08.18,1.12837,1.13661,1.12837,1.13536,121750,1.52999E+11,0
2016.08.19,1.13521,1.13591,1.13037,1.13237,110099,1.35203E+11,0
2016.08.22,1.13087,1.13302,1.12707,1.1319,105292,1.3578E+11,0
2016.08.23,1.1318,1.13548,1.13028,1.13041,100937,1.30073E+11,7
2016.08.24,1.13039,1.13111,1.12448,1.12628,109242,1.35104E+11,7
2016.08.25,1.12625,1.1297,1.12588,1.12833,82751,90615060000,0
2016.08.26,1.12783,1.13406,1.11806,1.11856,122981,1.44473E+11,7
2016.08.29,1.11823,1.12074,1.11575,1.11889,94988,1.00023E+11,7
2016.08.30,1.11873,1.1192,1.11317,1.11418,96173,1.07449E+11,0
2016.08.31,1.114,1.1165,1.11227,1.11571,103050,1.16624E+11,0
2016.09.01,1.11562,1.12048,1.11272,1.11957,105894,1.15766E+11,0
2016.09.02,1.11927,1.12518,1.11449,1.11449,119722,1.2832E+11,0
2016.09.05,1.11564,1.11819,1.11393,1.11458,81686,85491202000,0
2016.09.06,1.11456,1.12627,1.11404,1.12555,110662,1.11752E+11,7
2016.09.07,1.12516,1.12706,1.12283,1.12385,109600,1.13162E+11,0
2016.09.08,1.12384,1.13266,1.1234,1.12607,127443,1.30599E+11,7
2016.09.09,1.12596,1.12849,1.11981,1.12235,121473,1.29108E+11,0
2016.09.12,1.12304,1.1268,1.121,1.12349,126786,1.35125E+11,7
2016.09.13,1.12331,1.12601,1.12036,1.12182,124533,1.5137E+11,0
2016.09.14,1.1218,1.12737,1.12097,1.12495,116530,1.45098E+11,0
2016.09.15,1.12488,1.12833,1.12187,1.12435,123670,1.40885E+11,0
2016.09.16,1.12422,1.12497,1.11492,1.11535,119434,1.38333E+11,0
2016.09.19,1.11531,1.11975,1.11505,1.11731,99139,1.08852E+11,0
2016.09.20,1.11729,1.12131,1.11495,1.11501,113779,1.41376E+11,0
2016.09.21,1.11486,1.11962,1.11228,1.11878,134851,1.42583E+11,0
2016.09.22,1.11865,1.12569,1.11844,1.12068,110922,1.13266E+11,0
2016.09.23,1.12068,1.12403,1.11935,1.12149,105350,1.07434E+11,0
2016.09.26,1.1229,1.12788,1.12204,1.12524,100826,1.30637E+11,0
2016.09.27,1.12533,1.12586,1.11906,1.12137,119008,1.28074E+11,0
2016.09.28,1.12152,1.12365,1.11814,1.12163,121252,1.20679E+11,0
2016.09.29,1.1216,1.12496,1.11965,1.1221,127561,1.41758E+11,0
2016.09.30,1.12212,1.12503,1.11531,1.12399,159432,1.77491E+11,0
2016.10.03,1.12262,1.12439,1.12049,1.12096,103336,1.23028E+11,7
2016.10.04,1.12101,1.12384,1.11376,1.12042,146345,1.78501E+11,0
2016.10.05,1.12015,1.1233,1.11894,1.12031,127464,1.49863E+11,0
2016.10.06,1.1203,1.12121,1.11395,1.11493,127469,1.58985E+11,7
2016.10.07,1.11481,1.12048,1.1104,1.11931,187746,2.08005E+11,0
2016.10.10,1.1181,1.12028,1.11309,1.1139,109958,1.37255E+11,0
2016.10.11,1.11346,1.11419,1.10486,1.1053,147615,1.75805E+11,0
2016.10.12,1.1053,1.10673,1.10041,1.10046,152051,1.62336E+11,0
2016.10.13,1.10063,1.10573,1.09851,1.10547,121174,1.19272E+11,0
2016.10.14,1.10543,1.10582,1.09699,1.09711,133087,1.35382E+11,0
2016.10.17,1.09689,1.10076,1.09635,1.09985,109813,1.07653E+11,0
2016.10.18,1.09994,1.10262,1.09697,1.09794,108880,1.05709E+11,0
2016.10.19,1.09783,1.10044,1.09547,1.09735,111049,1.08488E+11,0
2016.10.20,1.0972,1.10388,1.09154,1.09285,119987,1.09651E+11,0
2016.10.21,1.09281,1.09293,1.0859,1.08736,107479,96972547000,0
2016.10.24,1.08801,1.08993,1.08592,1.08812,95964,89487546000,0
2016.10.25,1.088,1.09045,1.08507,1.0888,117030,1.03118E+11,7
2016.10.26,1.08863,1.09462,1.0874,1.09069,100906,67804537000,0
2016.10.27,1.09068,1.09418,1.08821,1.08945,113193,98784317000,7
2016.10.28,1.0896,1.09915,1.08926,1.09745,125686,1.01993E+11,7
2016.10.31,1.09841,1.09907,1.09355,1.09762,99166,88512027000,0
2016.11.01,1.09761,1.10686,1.09597,1.10564,114514,97073809000,0
2016.11.02,1.10571,1.11228,1.10493,1.10946,130446,1.1101E+11,7
2016.11.03,1.1095,1.11255,1.10595,1.1105,127812,1.17473E+11,0
2016.11.04,1.11052,1.11405,1.10795,1.11375,117117,1.10485E+11,7
2016.11.07,1.10616,1.11099,1.1027,1.10395,113657,1.09803E+11,7
2016.11.08,1.10396,1.10667,1.10083,1.10257,105103,95019544000,0
2016.11.09,1.10238,1.12991,1.09066,1.09077,289426,2.46326E+11,0
2016.11.10,1.09083,1.09533,1.08645,1.08907,179357,1.58516E+11,0
2016.11.11,1.08932,1.09229,1.08301,1.08503,169227,1.60288E+11,0
2016.11.14,1.08316,1.08403,1.07087,1.07358,188186,1.6809E+11,0
2016.11.15,1.07357,1.08161,1.07138,1.07215,159227,1.43879E+11,0
2016.11.16,1.07205,1.07592,1.06656,1.06898,149265,1.34831E+11,0
2016.11.17,1.06899,1.07453,1.06197,1.06241,159831,1.51421E+11,7
2016.11.18,1.06216,1.06425,1.05687,1.05826,173588,1.44443E+11,0
2016.11.21,1.05915,1.06488,1.05785,1.06264,167387,1.42489E+11,0
2016.11.22,1.06256,1.06575,1.05835,1.06243,152885,1.33229E+11,7
2016.11.23,1.0622,1.06433,1.05258,1.05516,150838,1.25759E+11,0
